Feature,Target
 بشرو أمهاتهم يا عيال كلب ,risky
 شغلك ابداع و احتراف وهذا الشي خالصين منه لكن ما يسعدنا التعاون مع ,Safe
 لو تموتون ما تشمون دينار من عندنا يا ابناء الفاجرة ,risky
 لا عشان استخدامك وسم الخبر راح يمر بدون مانحس اذا ماتبي تقاطع لاتسوي نفسك تقاطع على استحياء ,Safe
 مانسينا و ماراح ننسى الين تنقرضو مع شوادْكم ,risky
 من فشل الى فشل والله يزيدكم ,risky
 عمل مبهر كالعادة مهند اتمنى لك الافضل اما بالنسبة فما زلنا عند طلبنا باعتذار رسمي مما حصل من التهجم والاتهام بغير حجة على دولة الإمارات خصوصًا والعرب عمومًا وارجاع البطولة المسلوبة الى مستحقيها ,Safe
 بالنسبة لي توقفت تمامًا عن شراء أيٍ من ألعاب وسأستمر بإذن الله على هذا النهج، وأخر لعبة عندي من شركتكم هي وجاتني هدية مع الجهاز وبإذن الله الأخيرة ,Safe
 كلهم محْنث بس يجيني محْنث يتعنصر علي ؟ لا والله هنا تعدو الخطوط الحمرا ,risky
 ايش الوقاحه هذي طيب ردوا باي شي او اعتذروا والله لن نقف عن المقاطعه ولتخسأ شركتكم اللعينة ,risky
 ما نسيناكم يا مخان ي ث ,risky
 الحمدلله ماعندي ولا وحدة من هذيلا الخرا وانتو بكرامة ,risky
 اتمنى الكلام صحيح بس كلاب الفلوس ما تسويها ,risky
 شلون اقدر اطور تشكيلتي ب ٤٠٠ الف ؟ ,Safe
 من يلعب مواسم تعاونية؟ او التميت تيم بفريقه اهم شي معك مايك ,Safe
 سامي الجابر أول سعودي في أساطير الفيفا ,Safe
 الأسطوره يبدي سعادته وتشرفه عن الكشف عن تقييمه في لعبة من كـ أول لاعب عربي وسعودي في ,Safe
 شباب مين وده ينزل لي طور علماً ان هذه تشكيلتي ,Safe
 ماشاء الله تبارك الله المتجر الوحيد الي يتعامل معي بسرعه عاليه و سلوب مختلفه و ثقه و صارحه بدون ما اعلم اني اكون زبون لهم دائما حتى حصلت على خصم خاص ، شكرا اخوي عليان ثم اشكر اخوي عبدالمجيد اكثر ثمين تعاملت معهم وانصح بهم كثير ,Safe
 المهتمين ب هناك حيرة لدى مدرب الفريق في اللاعب الذي يشغل الطرف الايسر هل يبقي نيمار انفورم او يحضر رونالدينيو مومنت او كرويف مومنت ؟ علماً اننا كداعمين سننفذ طلبه و هو من يتحمل القرار الهدف ايليت يا كوتش و المكافاة تنتظرك ,Safe
 يعني مو كفاية في الديربي مطفشني ؟ ، يجيني ف الالتميت بعد الله ياخذه ,risky
 شركه خبيثه نزلت ترقيه عشان سعر لاعبين الدوري الإسباني مايرتفع كثير عشان ماتبي الناس تكسب وتعرف أن الناس مستثمرين شركة خبيثة ,risky
 شخص ثقه في التعامل والارخص وبالنسبه لي يشهد الله أني كنت اتعامل معه من فيفا ١٣ بارك الله فيه اعطاني ارخص في الكوينز ,Safe
 لكل من فكر بهذه الطريقة الخاطئة والتي تدل على جهل كبير وعدم قدرة على استشراف المستقبل بعض شبابنا لا يلعب البلايستيشن لمجرد اللعب ، هل جالستهم وتناقشت معهم واستفدت منهم بدل التقليل من شأنهم ؟ اطلاق أكبر ناصر لهم ,Safe
 لكل القيمرز، اللي يقول لك شيء بعد اليوم رد عليه بـ ,Safe
 ماشاء الله أكثر ابنائنا وبناتنا مبدعين في الالعاب الالكترونية وبإذن الله هذي الاستراتيجية تكون مستقبل واعد ومليىء بالمبدعين من عيالنا ويعتبر قطاع ربحي وراح يفتح فرص عمل كثيرة في التطوير والنشر والبنية التحتية في هذا القطاع ,Safe
 متخيلين الهدف توصل المملكة الى تكون ٢٥٠ شركة متخصصة بمجال الألعاب تخيلوا اعداد الوظائف اللي راح تخلقها هذي الشركات دعم عظيم من قيادتنا لعشاق الألعاب الاكترونية ,Safe
 حلمت حلم جميل لولي العهد جميل جميل بكل ماتعنيه الكلمه وانا معاه وكأنه يمدحني سبحان الله ,Safe
 تفكير شبابي بعقليه فذّه فعلاً الكرسي يحتاج شاب يُجابه قامات ، ويعرف اهتمامات جيله وليس تنصيباً وراثياً طاعناً فالسن والعقل ,Safe
 عارفين انو من اهداف هذي الاستراتيجية انتاج اكثر من لعبة محلية وايضًا استضافة اكبر الفعاليات العالمية وكلها راح تكون بالمملكة ,Safe
 فخر كونك سعودي والله فخر ,Safe
 خبر مفرح و ماهو مستغرب من رجل قاعد يتعب و يبني في كل المجالات ما شاء الله عليه ربي يحفظة ,Safe
 السعودية رائدة في مجال التقنية على مستوى العالم وإطلاق استيراتيجية الألعاب و الرياضات الالكترونية اليوم في المملكة راح يعزز من مكانة المملكة رقميا على مستوى العالم ,Safe
 وموب انا بس كثير ناس يحبون الألعاب ومع الاستراتيجية بتتطور لأنه اذا تحب الشيء تبدع فيه وهذا المجال بيوفر وظائف كثيرة للي يحبون هذا المجال وشفنا موسم الجيمرز كيف الاقبال عليه من الناس وكيف كانت الزحمه بهذا الموسم ,Safe
 الحلم اصبح حقيقة السعودية مقر للألعاب الالكترونية العالمية هذا هو الهدف المملكة في جميع المجالات متقدمة ولكن اليوم تحقق انجاز جديد يرن صوته في ارجاء العالم اجمع ,Safe
 ابغى اشوف الي يقول الالعاب الالكترونيه للاطفال ولي العهد يهتم فيها يا محترم ,Safe
 يا بلادي وأصلي الله معاكي وأصلي واحنا وراك ,Safe
 ريادة، شكرًا من قلب كل رياضي سمو ولي العهد ,Safe
 والله شي جميل لما قيادتنا تهتم بالتقنية زي كذا ونشوف ولي العهد ودعمه الكبير لكثير استراتيجيات ترفع بدولتنا فوق، ومثل هذي الإستراتيجية تعتبر شي جبار لانها تدعم هذا المجال اللي كثيرين عندنا مبدعين فيه وراح تساهم في رفع دولتنا ,Safe
 احلى خبر كل الشكر سمو ولي العهد و سمو وزير الرياضة من يدش فيفا ,Safe
 خطوة نحو المستقبل في اطلاق ماكان بالحلم في الامس اصبح واقع اليوم ، باذن الله السعودية الأولى عالميا في الرياضات الاكترونية مع دعم سمو ولي العهد والجهات المختصة ,Safe
 مشاريع قائمه وإنجازات متتابعة ونهضة متكاملة في جميع المجالات دمت عزاً وفخراً لوطنك وشعبك سيدي ,Safe
 دمت عزاً وفخراً لوطنك وشعبك سيدي تعزيز هذا الجانب لابد منه و سمو سيدي يعزز كل الهوايات المُفيدة لـ بلاده و مواطنيه ,Safe
 كلنا فخر بإعلان ودعم القيادة بتمكين القطاع من استحداث فرص عمل جديدة وتأسيس بيئة تطوير كفاءات المستقبل المستقبل واعد في صناعة الألعاب بالمملكة، نطمح لنكون اهلًا بثقة القيادة واعزائنا مطوري العاب المستقبل ,Safe
 ما شاء الله تبارك الله ستحقق للناتج المحلي نحو مليار ريال بمشيئة الله حفظ الله سمو ولي العهد الأمير ,Safe
